"Submitted","Record Number","Record Type","Address","Project Name","Status",
"07/10/2018","BLDR-181910186","Residential New","10101 JOY LN VIENNA, VA 22181-4022 United States",,"Issued",
"07/09/2018","BLDR-181900059","Residential New","1137 BASIL RD MCLEAN, VA 22101-1804 United States",,"Closed",
"07/06/2018","BLDR-181870052","Residential New","6603 33RD ST FALLS CHURCH, VA 22046-0000 United States",,"Closed",
"07/06/2018","BLDR-181870052","Residential New","6603 33RD ST FALLS CHURCH, VA 22046-0000 United States",,"Closed",
"07/05/2018","BLDR-181860124","Residential New","6824 LILLY BELLE CT CENTREVILLE, VA 20120-0000 United States","NSFD","Closed",
"07/05/2018","BLDR-181860028","Residential New","205 PATRICK ST SW VIENNA, VA 22180-6741 United States",,"Closed",
"07/03/2018","BLDR-181840248","Residential New","1139 WESTMORELAND RD ALEXANDRIA, VA 22308-1246 United States",,"Closed",
"07/03/2018","BLDR-181840247","Residential New","6817 CHURCHILL RD MC LEAN, VA 22101-2822 United States",,"Closed",
"07/03/2018","BLDR-181840236","Residential New","207 ROSS DR SW VIENNA, VA 22180-6721 United States",,"Closed",
"07/03/2018","BLDR-181840235","Residential New","1143 WESTMORELAND RD ALEXANDRIA, VA 22308-1246 United States",,"Closed",
"07/03/2018","BLDR-181840107","Residential New","7803 RIDGEWOOD DR ANNANDALE, VA 22003-1431 United States",,"Closed",
"07/02/2018","BLDR-181830324","Residential New","7430 HOWARD CT FALLS CHURCH, VA 22043-0000 United States",,"Closed",
"07/02/2018","BLDR-181830087","Residential New","1702 WOODMAN DR MC LEAN, VA 22101-4228 United States",,"Closed",
"06/29/2018","BLDR-181800273","Residential New","2616 BOSWELL AVE ALEXANDRIA, VA 22306-2807 United States",,"Issued",
"06/29/2018","BLDR-181800221","Residential New","6409 BEATLES LN ALEXANDRIA, VA 22310-0000 United States",,"Inspections Completed",
"06/29/2018","BLDR-181800112","Residential New","1607 WRIGHTSON DR MC LEAN, VA 22101-4418 United States",,"Closed",
"06/28/2018","BLDR-181790211","Residential New","9716 ARNON CHAPEL RD GREAT FALLS, VA 22066-3911 United States","NEW SFD","Closed",
"06/28/2018","BLDR-181790195","Residential New","7414 HAMILTON ST ANNANDALE, VA 22003-0000 United States",,"Closed",
"06/26/2018","BLDR-181770281","Residential New","3711 TOWANDA RD ALEXANDRIA, VA 22303-1038 United States",,"Closed",
"06/26/2018","BLDR-181770194","Residential New","9028 JACKSON LN GREAT FALLS, VA 22066-2709 United States","GARAGE","Closed",
"06/26/2018","BLDR-181770170","Residential New","8959 BROOK RD MC LEAN, VA 22102-1534 United States",,"Closed",
"06/26/2018","BLDR-181770071","Residential New","8616 MCHENRY ST VIENNA, VA 22180-6837 United States",,"Voided",
"06/26/2018","BLDR-181770026","Residential New","2004 LORRAINE AVE MC LEAN, VA 22101-5330 United States",,"Closed",
"06/25/2018","BLDR-181760268","Residential New","938 SAIGON RD MC LEAN, VA 22102-2119 United States",,"Closed",
"06/25/2018","BLDR-181760223","Residential New","6219 WINSLOW CT FAIRFAX STATION, VA 22039-1660 United States",,"Voided",
"06/21/2018","BLDR-181720234","Residential New","1309 ELSINORE AVE MC LEAN, VA 22102-2702 United States",,"Closed",
"06/21/2018","BLDR-181720189","Residential New","2813 WOODLAWN TRL ALEXANDRIA, VA 22306-2827 United States",,"Issued",
"06/21/2018","BLDR-181720037","Residential New","1823 BEULAH RD VIENNA, VA 22182-3402 United States",,"Closed",
"06/20/2018","BLDR-181710247","Residential New","8730 SHADOW LAWN CT ANNANDALE, VA 22003-0000 United States",,"Issued",
"06/20/2018","BLDR-181710059","Residential New","13204 JOHNNY MOORE LN CLIFTON, VA 20124-1420 United States",,"Issued",
"06/20/2018","BLDR-181710053","Residential New","6727 LUCY LN MC LEAN, VA 22101-1516 United States",,"Closed",
"06/20/2018","BLDR-181710051","Residential New","7411 MARC DR FALLS CHURCH, VA 22042-3611 United States",,"Closed",
"06/19/2018","BLDR-181700307","Residential New","16759 LORD SUDLEY DR CENTREVILLE, VA 20120-0000 United States",,"Closed",
"06/19/2018","BLDR-181700068","Residential New","4507 CARRICO DR ANNANDALE, VA 22003-0000 United States",,"Closed",
"06/19/2018","BLDR-181700016","Residential New","2036 CHERRI DR FALLS CHURCH, VA 22043-1314 United States",,"Closed",
"06/15/2018","BLDR-181660044","Residential New","10595 HANNAH FARM RD OAKTON, VA 22124-0000 United States",,"Closed",
"06/15/2018","BLDR-181660027","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"06/15/2018","BLDR-181660021","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"06/15/2018","BLDR-181660017","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"06/15/2018","BLDR-181660004","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"06/14/2018","BLDR-181650179","Residential New","533 LINCOLN ST NW VIENNA, VA 22180-4119 United States",,"Closed",
"06/14/2018","BLDR-181650096","Residential New","7029 SANTA MARIA CT MC LEAN, VA 22101-3410 United States",,"Closed",
"06/13/2018","BLDR-181640340","Residential New","2232 GREAT FALLS ST FALLS CHURCH, VA 22046-2304 United States",,"Closed",
"06/13/2018","BLDR-181640083","Residential New","9800 BEACH MILL RD GREAT FALLS, VA 22066-0000 United States",,"Closed",
"06/13/2018","BLDR-181640062","Residential New","1560 HANE ST MCLEAN, VA 22101-4438 United States",,"Closed",
"06/11/2018","BLDR-181620280","Residential New","309 ARCADIAN CIR SW VIENNA, VA 22180-6354 United States",,"Closed",
"06/11/2018","BLDR-181620275","Residential New","11507 LEEHIGH DR FAIRFAX, VA 22030-5613 United States",,"Closed",
"06/11/2018","BLDR-181620231","Residential New","6520 TACK HOUSE TRL CENTREVILLE, VA 20120-0000 United States","NEW SFD","Closed",
"06/08/2018","BLDR-181590254","Residential New","6020 CLAMES DR ALEXANDRIA, VA 22310-2608 United States",,"In Review",
"06/08/2018","BLDR-181590213","Residential New","7753 LIONS GATE CT FALLS CHURCH, VA 22043-0000 United States",,"Closed",
"06/08/2018","BLDR-181590182","Residential New","13681 JENNELL CT CHANTILLY, VA 20151-0000 United States",,"Closed",
"06/08/2018","BLDR-181590165","Residential New","13680 JENNELL CT CHANTILLY, VA 20151-0000 United States",,"Closed",
"06/07/2018","BLDR-181580039","Residential New","11861 BOSCOBEL CT HERNDON, VA 20170-0000 United States",,"Closed",
"06/06/2018","BLDR-181570383","Residential New","3012 STRATHMEADE ST FALLS CHURCH, VA 22042-1325 United States",,"Closed",
"06/06/2018","BLDR-181570253","Residential New","5848 DOYLE RD CLIFTON, VA 20124-1307 United States",,"Voided",
"06/06/2018","BLDR-181570078","Residential New","2006 LORRAINE AVE MC LEAN, VA 22101-5330 United States",,"Closed",
"06/06/2018","BLDR-181570062","Residential New","6631 TUCKER AVE MCLEAN, VA 22101-5272 United States",,"Closed",
"06/05/2018","BLDR-181560226","Residential New","2905 RANDOM RD FALLS CHURCH, VA 22042-0000 United States",,"Closed",
"06/04/2018","BLDR-181550226","Residential New","3432 MANSFIELD RD FALLS CHURCH, VA 22041-1427 United States",,"Closed",
"06/01/2018","BLDR-181520198","Residential New","8101 MOUNT VERNON HWY ALEXANDRIA, VA 22309-1913 United States",,"Closed",
"06/01/2018","BLDR-181520186","Residential New","998 MANNING ST GREAT FALLS, VA 22066-1910 United States","NEW SFD","Closed",
"05/31/2018","BLDR-181510155","Residential New","1921 HULL RD VIENNA, VA 22182-3716 United States",,"Closed",
"05/31/2018","BLDR-181510139","Residential New","1605 BALTIMORE RD ALEXANDRIA, VA 22308-1133 United States",,"Closed",
"05/31/2018","BLDR-181510033","Residential New","5932 OAKDALE RD MC LEAN, VA 22101-3328 United States",,"Closed",
"05/30/2018","BLDR-181500258","Residential New","11323 FOX CREEK FARM WAY GREAT FALLS, VA 22066-0000 United States",,"Closed",
"05/30/2018","BLDR-181500240","Residential New","12801 AWBREY CT HERNDON, VA 20171-2242 United States",,"Closed",
"05/30/2018","BLDR-181500022","Residential New","1107 DRAKE ST SW VIENNA, VA 22180-6522 United States",,"Closed",
"05/29/2018","BLDR-181490269","Residential New","950 WALKER RD GREAT FALLS, VA 22066-0000 United States",,"Closed",
"05/29/2018","BLDR-181490196","Residential New","6843 LADY ADELAIDE CT CENTREVILLE, VA 20120-0000 United States",,"Closed",
"05/29/2018","BLDR-181490021","Residential New","7914 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490020","Residential New","7912 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490019","Residential New","7910 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490018","Residential New","7908 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490017","Residential New","7906 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490016","Residential New","7904 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490015","Residential New","7902 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490014","Residential New","7900 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490013","Residential New","7898 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490012","Residential New","7896 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490011","Residential New","7894 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/29/2018","BLDR-181490009","Residential New","7892 SAINT DOLORES DR LORTON, VA 22079-0000 United States",,"Closed",
"05/28/2018","BLDR-181480012","Residential New","9707 DARLENE LN GREAT FALLS, VA 22066-3802 United States",,"Closed",
"05/24/2018","BLDR-181440211","Residential New","921 NINOVAN RD SE VIENNA, VA 22180-0000 United States",,"Closed",
"05/24/2018","BLDR-181440131","Residential New","1127 MARION AVE MCLEAN, VA 22101-2951 United States",,"Closed",
"05/24/2018","BLDR-181440112","Residential New","2831 BERRYLAND DR OAKTON, VA 22124-1436 United States",,"Voided",
"05/24/2018","BLDR-181440024","Residential New","6842 WOODLAND DR FALLS CHURCH, VA 22046-2324 United States",,"Closed",
"05/23/2018","BLDR-181430210","Residential New","7122 OAK RIDGE RD FALLS CHURCH, VA 22042-2562 United States",,"Closed",
"05/23/2018","BLDR-181430204","Residential New","4979 LAKESIDE XING CHANTILLY, VA 20151-0000 United States","2040","Closed",
"05/23/2018","BLDR-181430203","Residential New","4987 LAKESIDE XING CHANTILLY, VA 20151-0000 United States","2040","Closed",
"05/23/2018","BLDR-181430191","Residential New","4981 LAKESIDE XING CHANTILLY, VA 20151-0000 United States","2042","Closed",
"05/23/2018","BLDR-181430190","Residential New","4983 LAKESIDE XING CHANTILLY, VA 20151-0000 United States","2042","Closed",
"05/23/2018","BLDR-181430189","Residential New","4985 LAKESIDE XING CHANTILLY, VA 20151-0000 United States","2042","Closed",
"05/23/2018","BLDR-181430141","Residential New","11621 POPES HEAD RD FAIRFAX, VA 22030-0000 United States",,"Issued",
"05/23/2018","BLDR-181430125","Residential New","800 DOLLEY MADISON BLVD MCLEAN, VA 22101-0000 United States",,"Closed",
"05/22/2018","BLDR-181420026","Residential New","1061 MARMION DR HERNDON, VA 20170-0000 United States",,"Closed",
"05/21/2018","BLDR-181410252","Residential New","6483 OVERLOOK DR ALEXANDRIA, VA 22312-1330 United States",,"Closed",
"05/21/2018","BLDR-181410128","Residential New","15506 COMPTON RD CENTREVILLE, VA 20121-0000 United States",,"Closed",
"05/18/2018","BLDR-181380245","Residential New","10599 BROOKEVILLE CT GREAT FALLS, VA 22066-0000 United States","NEW SFD","Closed",
"05/18/2018","BLDR-181380225","Residential New","10593 BROOKEVILLE CT GREAT FALLS, VA 22066-0000 United States","NEW SFD","In Review",
"05/18/2018","BLDR-181380145","Residential New","1528 WRIGHTSON DR MC LEAN, VA 22101-4417 United States",,"Closed",
"05/18/2018","BLDR-181380010","Residential New","11734 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/18/2018","BLDR-181380009","Residential New","11724 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/18/2018","BLDR-181380007","Residential New","11710 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/18/2018","BLDR-181380006","Residential New","11722 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/17/2018","BLDR-181370312","Residential New","4028 TAYLOR DR FAIRFAX, VA 22032-1334 United States",,"Closed",
"05/17/2018","BLDR-181370164","Residential New","13229 LAKE WATERVIEW WAY HERNDON, VA 20171-0000 United States",,"Closed",
"05/17/2018","BLDR-181370163","Residential New","13227 LAKE WATERVIEW WAY HERNDON, VA 20171-0000 United States",,"Closed",
"05/17/2018","BLDR-181370162","Residential New","13225 LAKE WATERVIEW WAY HERNDON, VA 20171-0000 United States",,"Closed",
"05/17/2018","BLDR-181370161","Residential New","13223 LAKE WATERVIEW WAY HERNDON, VA 20171-0000 United States",,"Closed",
"05/17/2018","BLDR-181370160","Residential New","13221 LAKE WATERVIEW WAY HERNDON, VA 20171-0000 United States",,"Closed",
"05/17/2018","BLDR-181370159","Residential New","13219 LAKE WATERVIEW WAY HERNDON, VA 20171-0000 United States",,"Closed",
"05/17/2018","BLDR-181370098","Residential New","12100 THOROUGHBRED RD HERNDON, VA 20171-2009 United States",,"Closed",
"05/17/2018","BLDR-181370094","Residential New","10112 ROUND TOP CT FAIRFAX, VA 22032-1628 United States","SCHMIDT","Voided",
"05/17/2018","BLDR-181370086","Residential New","11730 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/16/2018","BLDR-181360080","Residential New","11726 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/16/2018","BLDR-181360079","Residential New","11712 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/16/2018","BLDR-181360078","Residential New","11716 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/16/2018","BLDR-181360065","Residential New","11720 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/16/2018","BLDR-181360059","Residential New","11732 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/16/2018","BLDR-181360058","Residential New","11728 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/16/2018","BLDR-181360057","Residential New","11714 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/16/2018","BLDR-181360049","Residential New","11718 PAYSONS WAY RESTON, VA 20191-0000 United States",,"Closed",
"05/14/2018","BLDR-181340146","Residential New","6937 HECTOR RD MCLEAN, VA 22101-2111 United States",,"Closed",
"05/14/2018","BLDR-181340034","Residential New","1304 ALTAMIRA CT MC LEAN, VA 22102-2201 United States",,"Closed",
"05/11/2018","BLDR-181310283","Residential New","1922 STORM DR FALLS CHURCH, VA 22043-1413 United States",,"Closed",
"05/11/2018","BLDR-181310223","Residential New","3727 HUMMER RD ANNANDALE, VA 22003-1505 United States",,"Issued",
"05/11/2018","BLDR-181310212","Residential New","1308 ROCKLAND TER MCLEAN, VA 22101-2334 United States",,"Closed",
"05/11/2018","BLDR-181310036","Residential New","8533 GEORGETOWN PIKE MCLEAN, VA 22102-1204 United States",,"Closed",
"05/10/2018","BLDR-181300334","Residential New","786 KEITHLEY DR GREAT FALLS, VA 22066-0000 United States",,"Closed",
"05/09/2018","BLDR-181290293","Residential New","3810 GALLOWS RD ANNANDALE, VA 22003-1755 United States",,"Closed",
"05/09/2018","BLDR-181290267","Residential New","2533 AVON LN FALLS CHURCH, VA 22043-3340 United States",,"In Review",
"05/09/2018","BLDR-181290229","Residential New","6128 OLIVET DR ALEXANDRIA, VA 22315-0000 United States","PINEY RUN 2447","Closed",
"05/09/2018","BLDR-181290228","Residential New","6124 OLIVET DR ALEXANDRIA, VA 22315-0000 United States","PINEY RUN 2447","Closed",
"05/09/2018","BLDR-181290223","Residential New","6130 OLIVET DR ALEXANDRIA, VA 22315-0000 United States","# 2445","Closed",
"05/09/2018","BLDR-181290222","Residential New","6126 OLIVET DR ALEXANDRIA, VA 22315-0000 United States","# 2445","Closed",
"05/08/2018","BLDR-181280232","Residential New","8205 SPRINGFIELD VILLAGE DR SPRINGFIELD, VA 22152-3312 United States",,"Closed",
"05/08/2018","BLDR-181280224","Residential New","115 TAPAWINGO RD SE VIENNA, VA 22180-0000 United States",,"Closed",
"05/07/2018","BLDR-181270256","Residential New","1332 MCCAY LN MCLEAN, VA 22101-1824 United States",,"Issued",
"05/07/2018","BLDR-181270242","Residential New","15790 MORGANS HAMLET CT CENTREVILLE, VA 20120-0000 United States","NEW SFD","Closed",
"05/06/2018","BLDR-181260011","Residential New","9100 MILL POND VALLEY DR MCLEAN, VA 22102-1009 United States",,"Closed",
"05/04/2018","BLDR-181240057","Residential New","4951 REGINA DR ANNANDALE, VA 22003-5329 United States",,"Closed",
"05/04/2018","BLDR-181240035","Residential New","2145 EMILYS LN FALLS CHURCH, VA 22043-1915 United States",,"Closed",
"05/03/2018","BLDR-181230222","Residential New","5029 ROSE HILL FARM DR ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"05/02/2018","BLDR-181220213","Residential New","6012 CRAIG ST SPRINGFIELD, VA 22150-3246 United States",,"Issued",
"05/02/2018","BLDR-181220050","Residential New","6525 32ND ST FALLS CHURCH, VA 22046-0000 United States",,"Closed",
"05/01/2018","BLDR-181210046","Residential New","5204 POMMEROY DR FAIRFAX, VA 22032-3919 United States",,"In Review",
"04/30/2018","BLDR-181200160","Residential New","9600 PERKINS FARM LN GREAT FALLS, VA 22066-0000 United States",,"Issued",
"04/28/2018","BLDR-181180011","Residential New","4024 TAYLOR DR FAIRFAX, VA 22032-1334 United States",,"Closed",
"04/27/2018","BLDR-181170154","Residential New","909 CONSTELLATION DR GREAT FALLS, VA 22066-0000 United States",,"Closed",
"04/26/2018","BLDR-181160257","Residential New","7606 LEONARD DR FALLS CHURCH, VA 22043-1221 United States",,"Closed",
"04/25/2018","BLDR-181150193","Residential New","1009 EVONSHIRE LN GREAT FALLS, VA 22066-0000 United States",,"In Review",
"04/25/2018","BLDR-181150189","Residential New","6930 TYNDALE ST MC LEAN, VA 22101-5070 United States",,"Closed",
"04/25/2018","BLDR-181150081","Residential New","1023 SAVILE LN MCLEAN, VA 22101-1830 United States",,"Issued",
"04/24/2018","BLDR-181140082","Residential New","13316 STURNO DR CLIFTON, VA 20124-0000 United States",,"Closed",
"04/23/2018","BLDR-181130290","Residential New","10239 FOREST LAKE DR GREAT FALLS, VA 22066-0000 United States",,"Closed",
"04/23/2018","BLDR-181130243","Residential New","7908 HOLMES RUN DR FALLS CHURCH, VA 22042-3323 United States",,"Closed",
"04/23/2018","BLDR-181130087","Residential New","7911 FORT HUNT RD ALEXANDRIA, VA 22308-1205 United States",,"Closed",
"04/23/2018","BLDR-181130017","Residential New","6503 BULL RUN WOODS TRL CENTREVILLE, VA 20120-0000 United States","NEW SFD","Closed",
"04/20/2018","BLDR-181100260","Residential New","10129 HAMPTON WOODS DR FAIRFAX STATION, VA 22039-2729 United States",,"Voided",
"04/20/2018","BLDR-181100048","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"04/20/2018","BLDR-181100047","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"04/20/2018","BLDR-181100044","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"04/20/2018","BLDR-181100036","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"04/20/2018","BLDR-181100032","Residential New","1234 FIDO TEST WAY, United States",,"Voided",
"04/20/2018","BLDR-181100005","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"04/19/2018","BLDR-181090244","Residential New","6101 PINTO PL SPRINGFIELD, VA 22150-1537 United States",,"Issued",
"04/17/2018","BLDR-181070062","Residential New","7913 DEERLEE DR SPRINGFIELD, VA 22153-4116 United States",,"Issued",
"04/16/2018","BLDR-181060235","Residential New","5605 PLEASANT VALLEY RD CENTREVILLE, VA 20120-1108 United States",,"Voided",
"04/13/2018","BLDR-181030219","Residential New","8650 DOGWOOD LN FAIRFAX, VA 22031-0000 United States",,"Submitted",
"04/13/2018","BLDR-181030203","Residential New","1943 GRIFFITH RD FALLS CHURCH, VA 22043-1432 United States",,"Closed",
"04/13/2018","BLDR-181030169","Residential New","12965 YATES FORD RD CLIFTON, VA 20124-1823 United States",,"Issued",
"04/13/2018","BLDR-181030164","Residential New","7947 BOLLING DR ALEXANDRIA, VA 22308-0000 United States",,"Closed",
"04/13/2018","BLDR-181030159","Residential New","7949 BOLLING DR ALEXANDRIA, VA 22308-1232 United States",,"Closed",
"04/13/2018","BLDR-181030139","Residential New","7213 FARR ST ANNANDALE, VA 22003-2514 United States",,"Closed",
"04/13/2018","BLDR-181030014","Residential New","14508 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Inspections Completed",
"04/13/2018","BLDR-181030013","Residential New","14500 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"04/13/2018","BLDR-181030012","Residential New","14498 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Issued",
"04/13/2018","BLDR-181030011","Residential New","14490 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"04/13/2018","BLDR-181030010","Residential New","14506 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"04/13/2018","BLDR-181030009","Residential New","14504 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"04/13/2018","BLDR-181030008","Residential New","14502 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"04/13/2018","BLDR-181030007","Residential New","14496 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"04/13/2018","BLDR-181030006","Residential New","14494 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"04/13/2018","BLDR-181030005","Residential New","14492 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"04/11/2018","BLDR-181010199","Residential New","3123 GROVETON ST ALEXANDRIA, VA 22306-0000 United States",,"Closed",
"04/11/2018","BLDR-181010157","Residential New","8607 TEBBS LN MCLEAN, VA 22102-1219 United States","OWNER","Voided",
"04/11/2018","BLDR-181010125","Residential New","7829 LANGLEY RIDGE RD MC LEAN, VA 22102-1417 United States","NEW SFD","Closed",
"04/11/2018","BLDR-181010021","Residential New","6219 HILLVIEW AVE ALEXANDRIA, VA 22310-3159 United States",,"Closed",
"04/10/2018","BLDR-181000135","Residential New","10597 BROOKEVILLE CT GREAT FALLS, VA 22066-0000 United States",,"Closed",
"04/10/2018","BLDR-181000029","Residential New","5694 COLCHESTER RD CLIFTON, VA 20124-0000 United States",,"In Review",
"04/09/2018","BLDR-180990142","Residential New","1616 HUNTER MILL RD VIENNA, VA 22182-0000 United States","NEW SFD","Voided",
"04/06/2018","BLDR-180960256","Residential New","4414 OLD MILL RD ALEXANDRIA, VA 22309-3933 United States",,"Issued",
"04/05/2018","BLDR-180950334","Residential New","6041 BROOK DR FALLS CHURCH, VA 22044-2602 United States",,"Closed",
"04/05/2018","BLDR-180950249","Residential New","6528 FAIRLAND ST ALEXANDRIA, VA 22312-2215 United States",,"Closed",
"04/05/2018","BLDR-180950054","Residential New","2507 FOWLER ST FALLS CHURCH, VA 22046-2011 United States",,"Issued",
"04/04/2018","BLDR-180940242","Residential New","6506 BULL RUN WOODS TRL CENTREVILLE, VA 20120-0000 United States",,"Closed",
"04/04/2018","BLDR-180940062","Residential New","3500 PIKE RD ALEXANDRIA, VA 22310-2103 United States",,"In Review",
"04/03/2018","BLDR-180930186","Residential New","7135 WOODLAND DR SPRINGFIELD, VA 22151-3307 United States",,"Closed",
"04/02/2018","BLDR-180920044","Residential New","1009 SWINKS MILL RD MCLEAN, VA 22102-2128 United States",,"Closed",
"03/30/2018","BLDR-180890208","Residential New","8510 HEATHER POINT DR SPRINGFIELD, VA 22152-0000 United States",,"Closed",
"03/30/2018","BLDR-180890152","Residential New","11212 SPLIT RAIL LN FAIRFAX STATION, VA 22039-0000 United States",,"Closed",
"03/30/2018","BLDR-180890122","Residential New","6556 EDSALL RD ALEXANDRIA, VA 22312-0000 United States",,"Closed",
"03/29/2018","BLDR-180880156","Residential New","7008 CHURCHILL RD MCLEAN, VA 22101-2608 United States",,"Closed",
"03/29/2018","BLDR-180880142","Residential New","3144 SOUTHFIELD DR HERNDON, VA 20171-1911 United States",,"Closed",
"03/29/2018","BLDR-180880105","Residential New","1338 POTOMAC SCHOOL RD MC LEAN, VA 22101-0000 United States",,"Closed",
"03/28/2018","BLDR-180870087","Residential New","750 CHAIN BRIDGE RD MCLEAN, VA 22101-1837 United States",,"Closed",
"03/27/2018","BLDR-180860439","Residential New","1101 JONQUIL CIR GREAT FALLS, VA 22066-1824 United States",,"Closed",
"03/27/2018","BLDR-180860349","Residential New","10305 BEACH MILL RD GREAT FALLS, VA 22066-0000 United States",,"Closed",
"03/26/2018","BLDR-180850155","Residential New","9006 KIGER ST LORTON, VA 22079 United States",,"Closed",
"03/23/2018","BLDR-180820234","Residential New","5828 PIEDMONT DR ALEXANDRIA, VA 22310-1852 United States",,"Closed",
"03/23/2018","BLDR-180820094","Residential New","9020 BELCOURT CASTLE PL GREAT FALLS, VA 22066-2720 United States",,"Closed",
"03/23/2018","BLDR-180820090","Residential New","3401 CAMPBELL DR ALEXANDRIA, VA 22303-1158 United States",,"Issued",
"03/22/2018","BLDR-180810014","Residential New","907 FREDERICK ST SW VIENNA, VA 22180-6451 United States",,"Closed",
"03/20/2018","BLDR-180790280","Residential New",,,"Voided",
"03/20/2018","BLDR-180790092","Residential New","3405 PUTNAM ST FALLS CHURCH, VA 22042-3727 United States",,"Closed",
"03/20/2018","BLDR-180790049","Residential New","14583 LAKESTONE DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"03/20/2018","BLDR-180790048","Residential New","14585 LAKESTONE DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"03/20/2018","BLDR-180790047","Residential New","14587 LAKESTONE DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"03/20/2018","BLDR-180790046","Residential New","14589 LAKESTONE DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"03/20/2018","BLDR-180790045","Residential New","14591 LAKESTONE DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"03/20/2018","BLDR-180790044","Residential New","14482 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"03/20/2018","BLDR-180790043","Residential New","14484 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"03/20/2018","BLDR-180790041","Residential New","14486 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"03/20/2018","BLDR-180790028","Residential New","14581 LAKESTONE DR CHANTILLY, VA 20151-0000 United States","2040","Closed",
"03/20/2018","BLDR-180790027","Residential New","14593 LAKESTONE DR CHANTILLY, VA 20151-0000 United States","2040","Closed",
"03/20/2018","BLDR-180790026","Residential New","14480 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States","2040","Closed",
"03/20/2018","BLDR-180790023","Residential New","14488 LAKE VISTA DR CHANTILLY, VA 20151-0000 United States",,"Closed",
"03/19/2018","BLDR-180780138","Residential New","1128 CHALLEDON RD GREAT FALLS, VA 22066-0000 United States",,"Closed",
