"Submitted","Record Number","Record Type","Address","Project Name","Status",
"08/26/2019","BLDR-192380059","Residential New","2330 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States",,"Closed",
"08/26/2019","BLDR-192380058","Residential New","2334 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States",,"Closed",
"08/26/2019","BLDR-192380057","Residential New","2338 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States",,"Closed",
"08/26/2019","BLDR-192380056","Residential New","2342 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States",,"Closed",
"08/26/2019","BLDR-192380055","Residential New","2346 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States",,"Closed",
"08/26/2019","BLDR-192380040","Residential New","8713 FORT HUNT RD ALEXANDRIA, VA 22308-2506 United States",,"Closed",
"08/26/2019","BLDR-192380030","Residential New","9325 QUADRANGLE ST LORTON, VA 22079-0000 United States",,"Closed",
"08/26/2019","BLDR-192380020","Residential New","13254 WOODLAND PARK RD HERNDON, VA 20171-0000 United States","MATISSE 02","Submitted",
"08/26/2019","BLDR-192380019","Residential New","2344 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States","MATISSE 02","Closed",
"08/26/2019","BLDR-192380018","Residential New","2340 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States","MATISSE 02","Closed",
"08/26/2019","BLDR-192380017","Residential New","2336 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States","MATISSE 02","Closed",
"08/26/2019","BLDR-192380016","Residential New","2332 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States","MATISSE 02","Closed",
"08/26/2019","BLDR-192380015","Residential New","2328 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States","MATISSE 02","Closed",
"08/26/2019","BLDR-192380014","Residential New","2324 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States","MATISSE 02","Closed",
"08/26/2019","BLDR-192380013","Residential New","2320 WATER PROMENADE AVE HERNDON, VA 20171-0000 United States","MATISSE 02","Closed",
"08/23/2019","BLDR-192350355","Residential New","1931 STORM DR FALLS CHURCH, VA 22043-1411 United States",,"Closed",
"08/23/2019","BLDR-192350345","Residential New","1936 ANDERSON RD FALLS CHURCH, VA 22043-1152 United States",,"Closed",
"08/23/2019","BLDR-192350306","Residential New","6135 OLIVET DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"08/23/2019","BLDR-192350304","Residential New","3912 LAKE BLVD ANNANDALE, VA 22003-2319 United States",,"Closed",
"08/23/2019","BLDR-192350238","Residential New","5670 WILLOW BROOK LN FAIRFAX, VA 22030-0000 United States",,"Closed",
"08/23/2019","BLDR-192350164","Residential New","8003 KIDD ST ALEXANDRIA, VA 22309-1131 United States",,"Issued",
"08/23/2019","BLDR-192350107","Residential New","105 ELM ST SW VIENNA, VA 22180-6315 United States",,"Closed",
"08/23/2019","BLDR-192350100","Residential New","2706 REMINGTON RD OAKTON, VA 22124-1722 United States",,"Issued",
"08/22/2019","BLDR-192340068","Residential New","6442 TUCKER AVE MC LEAN, VA 22101-5265 United States",,"Closed",
"08/21/2019","BLDR-192330121","Residential New","8402 RADFORD AVE ALEXANDRIA, VA 22309-0000 United States",,"Closed",
"08/20/2019","BLDR-192320304","Residential New","8957 FORT HUNT RD ALEXANDRIA, VA 22308-2636 United States",,"Closed",
"08/20/2019","BLDR-192320241","Residential New","2980 WILSON AVE OAKTON, VA 22124-1714 United States",,"Closed",
"08/20/2019","BLDR-192320212","Residential New","5915 MONTELL DR ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"08/20/2019","BLDR-192320162","Residential New","2830 CAMBRIDGE PARK PL FAIRFAX, VA 22031-0000 United States","2015 NORTHFIELD CONSTRUCTION &","Closed",
"08/20/2019","BLDR-192320161","Residential New","8104 EAST BOULEVARD DR ALEXANDRIA, VA 22308-1311 United States",,"Closed",
"08/20/2019","BLDR-192320159","Residential New","7358 THOMAS GRANT DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"08/20/2019","BLDR-192320155","Residential New","7354 THOMAS GRANT DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"08/20/2019","BLDR-192320148","Residential New","7352 THOMAS GRANT DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"08/20/2019","BLDR-192320147","Residential New","7356 THOMAS GRANT DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"08/20/2019","BLDR-192320146","Residential New","7360 THOMAS GRANT DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"08/20/2019","BLDR-192320132","Residential New","7350 THOMAS GRANT DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"08/20/2019","BLDR-192320123","Residential New","7362 THOMAS GRANT DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"08/20/2019","BLDR-192320101","Residential New","2817 ROSEMARY LN FALLS CHURCH, VA 22042-1811 United States","OLD DOMINION","Closed",
"08/20/2019","BLDR-192320100","Residential New","7058 ROSEMARY CT FALLS CHURCH, VA 22042-0000 United States","OLD DOMINION","Closed",
"08/20/2019","BLDR-192320092","Residential New","2813 ROSEMARY LN FALLS CHURCH, VA 22042-1811 United States","HOUSE TYPE ""A""","Closed",
"08/20/2019","BLDR-192320061","Residential New","1609 WRIGHTSON DR MC LEAN, VA 22101-4418 United States",,"Closed",
"08/20/2019","BLDR-192320048","Residential New","7406 BETHUNE ST FALLS CHURCH, VA 22043-1349 United States",,"Closed",
"08/20/2019","BLDR-192320027","Residential New","1970 ROLAND CLARKE PL RESTON, VA 20191-0000 United States",,"Closed",
"08/20/2019","BLDR-192320020","Residential New","1984 ROLAND CLARKE PL RESTON, VA 20191-0000 United States",,"Closed",
"08/19/2019","BLDR-192310299","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"08/19/2019","BLDR-192310036","Residential New","12014 NORTH SHORE DR RESTON, VA 20190-0000 United States",,"Closed",
"08/19/2019","BLDR-192310020","Residential New","14339 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"08/19/2019","BLDR-192310019","Residential New","14333 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"08/19/2019","BLDR-192310018","Residential New","14327 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"08/19/2019","BLDR-192310013","Residential New","14337 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"08/19/2019","BLDR-192310012","Residential New","14335 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"08/19/2019","BLDR-192310011","Residential New","14329 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"08/19/2019","BLDR-192310010","Residential New","14331 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"08/16/2019","BLDR-192280272","Residential New","2124 MCKAY ST FALLS CHURCH, VA 22043-1508 United States",,"Closed",
"08/16/2019","BLDR-192280233","Residential New","6253 PARK RD MC LEAN, VA 22101-4813 United States",,"Closed",
"08/16/2019","BLDR-192280232","Residential New","118 OAK ST SW VIENNA, VA 22180-6319 United States",,"Closed",
"08/16/2019","BLDR-192280175","Residential New","3905 GUEST LN ALEXANDRIA, VA 22312-1038 United States",,"Issued",
"08/16/2019","BLDR-192280152","Residential New","6190 SHERTZER DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"08/16/2019","BLDR-192280041","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"08/15/2019","BLDR-192270084","Residential New","4537 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"08/15/2019","BLDR-192270071","Residential New","4539 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"08/15/2019","BLDR-192270070","Residential New","4531 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"08/15/2019","BLDR-192270069","Residential New","4533 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"08/15/2019","BLDR-192270068","Residential New","4535 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"08/15/2019","BLDR-192270067","Residential New","4529 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"08/15/2019","BLDR-192270013","Residential New","1422 CEDAR AVE MC LEAN, VA 22101-3514 United States",,"Closed",
"08/14/2019","BLDR-192260244","Residential New","16763 LORD SUDLEY DR CENTREVILLE, VA 20120-0000 United States","860 TRAVERS","Closed",
"08/14/2019","BLDR-192260211","Residential New","1426 AUDMAR DR MC LEAN, VA 22101-5625 United States",,"Closed",
"08/13/2019","BLDR-192250289","Residential New","8911 GEORGETOWN PIKE MCLEAN, VA 22102-1006 United States",,"Closed",
"08/13/2019","BLDR-192250235","Residential New","7801 TRAMMELL RD ANNANDALE, VA 22003-0000 United States",,"Closed",
"08/13/2019","BLDR-192250052","Residential New","13700 LELAND RD CENTREVILLE, VA 20120-2040 United States",,"Closed",
"08/13/2019","BLDR-192250020","Residential New","1635 BANDIT LOOP RESTON, VA 20190-0000 United States",,"Closed",
"08/13/2019","BLDR-192250019","Residential New","1637 BANDIT LOOP RESTON, VA 20190-0000 United States",,"Closed",
"08/13/2019","BLDR-192250018","Residential New","1639 BANDIT LOOP RESTON, VA 20190-0000 United States",,"Closed",
"08/13/2019","BLDR-192250012","Residential New","1641 BANDIT LOOP RESTON, VA 20190-0000 United States",,"Closed",
"08/12/2019","BLDR-192240284","Residential New","1105 KELSO RD GREAT FALLS, VA 22066-2027 United States",,"Issued",
"08/12/2019","BLDR-192240144","Residential New","7909 CLIFTON HUNT CT CLIFTON, VA 20124-2044 United States",,"Closed",
"08/12/2019","BLDR-192240093","Residential New","1744 PIMMIT DR FALLS CHURCH, VA 22043-1115 United States",,"Closed",
"08/09/2019","BLDR-192210311","Residential New","6624 GORDON AVE FALLS CHURCH, VA 22046-1822 United States",,"Closed",
"08/09/2019","BLDR-192210108","Residential New","108 MELODY LN SE VIENNA, VA 22180-5955 United States",,"Closed",
"08/09/2019","BLDR-192210106","Residential New","6715 OSBORN ST FALLS CHURCH, VA 22046-1800 United States",,"Closed",
"08/08/2019","BLDR-192200273","Residential New","6904 ARBOR LN MC LEAN, VA 22101-1542 United States",,"Inspections Completed",
"08/08/2019","BLDR-192200238","Residential New","8382 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"08/08/2019","BLDR-192200234","Residential New","8380 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"08/08/2019","BLDR-192200232","Residential New","8378 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"08/08/2019","BLDR-192200231","Residential New","8376 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"08/08/2019","BLDR-192200230","Residential New","8374 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"08/08/2019","BLDR-192200228","Residential New","8372 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"08/08/2019","BLDR-192200226","Residential New","8370 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"08/08/2019","BLDR-192200225","Residential New","8368 SALLYPORT ST LORTON, VA 22079-0000 United States","238","Closed",
"08/08/2019","BLDR-192200052","Residential New","4541 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"08/08/2019","BLDR-192200051","Residential New","4539 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"08/08/2019","BLDR-192200050","Residential New","4537 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"08/08/2019","BLDR-192200049","Residential New","4535 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"08/08/2019","BLDR-192200048","Residential New","4533 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"08/08/2019","BLDR-192200047","Residential New","4531 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"08/08/2019","BLDR-192200034","Residential New","4529 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"08/07/2019","BLDR-192190318","Residential New","1920 ANDERSON RD FALLS CHURCH, VA 22043-1152 United States",,"Closed",
"08/07/2019","BLDR-192190167","Residential New","8108 BAINBRIDGE RD ALEXANDRIA, VA 22308-1422 United States",,"Closed",
"08/07/2019","BLDR-192190158","Residential New","8005 WELLINGTON RD ALEXANDRIA, VA 22308-1128 United States",,"Closed",
"08/07/2019","BLDR-192190152","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"08/06/2019","BLDR-192180311","Residential New","1259 BEVERLY RD MCLEAN, VA 22101-2802 United States",,"Closed",
"08/06/2019","BLDR-192180242","Residential New","311 GLYNDON ST SE VIENNA, VA 22180-0000 United States",,"Closed",
"08/06/2019","BLDR-192180081","Residential New","2212 PRIMROSE DR FALLS CHURCH, VA 22046-1838 United States",,"Closed",
"08/06/2019","BLDR-192180031","Residential New","1361 MACBETH ST MCLEAN, VA 22102-2768 United States",,"Closed",
"08/06/2019","BLDR-192180011","Residential New","7856 MARITIME LN SPRINGFIELD, VA 22153-0000 United States",,"Closed",
"08/05/2019","BLDR-192170249","Residential New","2103 HAYCOCK RD FALLS CHURCH, VA 22043-1855 United States",,"Closed",
"08/05/2019","BLDR-192170241","Residential New","9800 SUNNYBROOK DR GREAT FALLS, VA 22066-1908 United States",,"Closed",
"08/05/2019","BLDR-192170210","Residential New","407 COLIN LN NW VIENNA, VA 22180-4158 United States",,"Closed",
"08/05/2019","BLDR-192170169","Residential New","7211 NORMANDY LN FALLS CHURCH, VA 22042-3729 United States",,"Closed",
"08/05/2019","BLDR-192170053","Residential New","2905 FRANKLIN ST ALEXANDRIA, VA 22306-6504 United States",,"Closed",
"08/01/2019","BLDR-192130316","Residential New","8224 HIGHAM RD LORTON, VA 22079-1115 United States",,"Closed",
"08/01/2019","BLDR-192130260","Residential New","4 ELAINE CIR SE VIENNA, VA 22180-5801 United States",,"Closed",
"08/01/2019","BLDR-192130234","Residential New","1257 BEVERLY RD MCLEAN, VA 22101-0000 United States",,"Closed",
"07/30/2019","BLDR-192110269","Residential New","1204 DRAKE ST SW VIENNA, VA 22180-6523 United States",,"Closed",
"07/30/2019","BLDR-192110186","Residential New","2813 BOSWELL AVE ALEXANDRIA, VA 22306-2812 United States",,"Closed",
"07/30/2019","BLDR-192110152","Residential New","1712 EAST AVE MCLEAN, VA 22101-4707 United States",,"Closed",
"07/30/2019","BLDR-192110142","Residential New","6530 IVY HILL DR MC LEAN, VA 22101-5204 United States",,"Closed",
"07/30/2019","BLDR-192110133","Residential New","7814 BIRNAM WOOD DR MC LEAN, VA 22102-2709 United States",,"Closed",
"07/30/2019","BLDR-192110118","Residential New","7814 BIRNAM WOOD DR MC LEAN, VA 22102-2709 United States","CLARKE","Submitted",
"07/29/2019","BLDR-192100279","Residential New","205 HILL TOP RD NE VIENNA, VA 22180-0000 United States",,"Closed",
"07/29/2019","BLDR-192100266","Residential New","403 KINGSLEY RD SW VIENNA, VA 22180-6442 United States",,"Closed",
"07/29/2019","BLDR-192100239","Residential New","1715 GREAT FALLS ST MC LEAN, VA 22101-5061 United States",,"Closed",
"07/26/2019","BLDR-192070173","Residential New","11004 WARWICKSHIRE DR GREAT FALLS, VA 22066-1512 United States",,"Closed",
"07/26/2019","BLDR-192070164","Residential New","5401 FREMONT ST SPRINGFIELD, VA 22151-3128 United States",,"Submitted",
"07/26/2019","BLDR-192070052","Residential New","6302 WAYLES ST SPRINGFIELD, VA 22150-1227 United States",,"Submitted",
"07/25/2019","BLDR-192060283","Residential New","103 INTERPROMONTORY RD GREAT FALLS, VA 22066-0000 United States",,"Closed",
"07/25/2019","BLDR-192060138","Residential New","8022 WASHINGTON RD ALEXANDRIA, VA 22308-0000 United States",,"Closed",
"07/25/2019","BLDR-192060127","Residential New","9928 CLEARFIELD AVE VIENNA, VA 22181-5311 United States",,"Closed",
"07/25/2019","BLDR-192060078","Residential New","7303 HUGHES CT FALLS CHURCH, VA 22046-1923 United States",,"Closed",
"07/24/2019","BLDR-192050330","Residential New","1915 PICE PL FALLS CHURCH, VA 22043-1117 United States",,"Closed",
"07/24/2019","BLDR-192050052","Residential New","511 UTTERBACK STORE RD GREAT FALLS, VA 22066-3329 United States",,"Closed",
"07/24/2019","BLDR-192050029","Residential New","2846 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050028","Residential New","2844 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050027","Residential New","2842 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050026","Residential New","2840 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050025","Residential New","2838 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050024","Residential New","2836 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050023","Residential New","2834 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050022","Residential New","2832 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050021","Residential New","2830 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050020","Residential New","2828 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050019","Residential New","2826 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050018","Residential New","2824 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050017","Residential New","2822 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/24/2019","BLDR-192050016","Residential New","2820 RED STAR LN ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"07/23/2019","BLDR-192040153","Residential New","7105 MATTHEW MILLS RD MC LEAN, VA 22101-2641 United States","FARMHOUSE","Closed",
"07/23/2019","BLDR-192040091","Residential New","11186 BRANTON LN GREAT FALLS, VA 22066-0000 United States",,"Closed",
"07/23/2019","BLDR-192040014","Residential New","5605 PLEASANT VALLEY RD CENTREVILLE, VA 20120-1108 United States",,"Closed",
"07/23/2019","BLDR-192040010","Residential New","2835 CAMBRIDGE PARK PL FAIRFAX, VA 22031-0000 United States",,"Closed",
"07/23/2019","BLDR-192040006","Residential New","1328 KURTZ RD MC LEAN, VA 22101-4017 United States",,"Closed",
"07/22/2019","BLDR-192030267","Residential New","7210 SIPES LN ANNANDALE, VA 22003-5849 United States",,"Closed",
"07/22/2019","BLDR-192030245","Residential New","944 MACKALL FARMS LN MCLEAN, VA 22101-0000 United States",,"Closed",
"07/22/2019","BLDR-192030094","Residential New","7616 FISHER DR FALLS CHURCH, VA 22043-1213 United States",,"Closed",
"07/22/2019","BLDR-192030085","Residential New","2770 WINCHESTER WAY FALLS CHURCH, VA 22042-2037 United States",,"Closed",
"07/22/2019","BLDR-192030084","Residential New","836 MACKALL AVE MC LEAN, VA 22101-1614 United States",,"Issued",
"07/19/2019","BLDR-192000220","Residential New","13755 BALMORAL GREENS AVE CLIFTON, VA 20124-0000 United States",,"Closed",
"07/19/2019","BLDR-192000180","Residential New","8604 NORFOLK AVE ANNANDALE, VA 22003-3627 United States",,"Closed",
"07/19/2019","BLDR-192000171","Residential New","711 FREDERICK ST SW VIENNA, VA 22180-6362 United States",,"Closed",
"07/19/2019","BLDR-192000144","Residential New","7197 GREYSON WOODS LN MCLEAN, VA 22101-0000 United States","THE GENEVA","Closed",
"07/19/2019","BLDR-192000140","Residential New","9515 SANGER ST LORTON, VA 22079-0000 United States",,"Closed",
"07/19/2019","BLDR-192000132","Residential New","9514 SANGER ST LORTON, VA 22079-0000 United States","HOUSE B -2725 COLCHESTER","Closed",
"07/19/2019","BLDR-192000076","Residential New","8513 ENGLESIDE ST ALEXANDRIA, VA 22309-0000 United States",,"Closed",
"07/19/2019","BLDR-192000072","Residential New","8511 ENGLESIDE ST ALEXANDRIA, VA 22309-1701 United States",,"Closed",
"07/19/2019","BLDR-192000065","Residential New","8509 ENGLESIDE ST ALEXANDRIA, VA 22309-1701 United States",,"Closed",
"07/19/2019","BLDR-192000053","Residential New","9637 PERCUSSION WAY VIENNA, VA 22182-3335 United States",,"Closed",
"07/18/2019","BLDR-191990276","Residential New","6922 SOUTHRIDGE DR MCLEAN, VA 22101-5467 United States",,"Closed",
"07/18/2019","BLDR-191990071","Residential New","6663 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/18/2019","BLDR-191990070","Residential New","6659 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/18/2019","BLDR-191990062","Residential New","6657 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/18/2019","BLDR-191990061","Residential New","6661 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/18/2019","BLDR-191990060","Residential New","6665 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/18/2019","BLDR-191990055","Residential New","6655 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/18/2019","BLDR-191990054","Residential New","6667 AUDREY KAY CT ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"07/17/2019","BLDR-191980298","Residential New","3037 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States",,"Closed",
"07/17/2019","BLDR-191980297","Residential New","3039 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States",,"Closed",
"07/17/2019","BLDR-191980294","Residential New","222 LOVERS LN NW VIENNA, VA 22180-4403 United States",,"Closed",
"07/17/2019","BLDR-191980292","Residential New","3041 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States",,"Closed",
"07/17/2019","BLDR-191980291","Residential New","3035 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States",,"Closed",
"07/17/2019","BLDR-191980112","Residential New","7689 MORRIS ST FALLS CHURCH, VA 22043-0000 United States","ONYX","Closed",
"07/17/2019","BLDR-191980111","Residential New","7687 MORRIS ST FALLS CHURCH, VA 22043-0000 United States","ONYX","Closed",
"07/17/2019","BLDR-191980110","Residential New","7685 MORRIS ST FALLS CHURCH, VA 22043-0000 United States","ONYX","Closed",
"07/17/2019","BLDR-191980109","Residential New","7683 MORRIS ST FALLS CHURCH, VA 22043-0000 United States","ONYX","Closed",
"07/17/2019","BLDR-191980107","Residential New","7681 MORRIS ST FALLS CHURCH, VA 22043-0000 United States",,"Closed",
"07/17/2019","BLDR-191980097","Residential New","1112 LYNDALE DR ALEXANDRIA, VA 22308-1033 United States",,"Closed",
"07/16/2019","BLDR-191970289","Residential New","6216 EDISON DR ALEXANDRIA, VA 22310-2712 United States",,"Closed",
"07/16/2019","BLDR-191970256","Residential New","6605 PLACID ST FALLS CHURCH, VA 22043-1851 United States",,"Closed",
"07/16/2019","BLDR-191970172","Residential New","7422 TILLMAN DR FALLS CHURCH, VA 22043-1005 United States",,"Closed",
"07/16/2019","BLDR-191970121","Residential New","6730 WESTCOTT RD FALLS CHURCH, VA 22042-2718 United States",,"In Review",
"07/16/2019","BLDR-191970036","Residential New","1420 HUNTER MILL RD VIENNA, VA 22182-1515 United States",,"Closed",
"07/15/2019","BLDR-191960276","Residential New","2000 VIRGINIA AVE MCLEAN, VA 22101-4939 United States",,"Closed",
"07/15/2019","BLDR-191960257","Residential New","4911 CHARLES LAWRENCE CT FAIRFAX, VA 22032-0000 United States",,"Closed",
"07/15/2019","BLDR-191960122","Residential New","7660 ROYCE ST ANNANDALE, VA 22003-0000 United States",,"Closed",
"07/15/2019","BLDR-191960097","Residential New","14325 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/15/2019","BLDR-191960096","Residential New","14321 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/15/2019","BLDR-191960091","Residential New","14311 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/15/2019","BLDR-191960043","Residential New","6811 LUPINE LN MC LEAN, VA 22101-1518 United States",,"Closed",
"07/15/2019","BLDR-191960026","Residential New","14403 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/15/2019","BLDR-191960025","Residential New","14405 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/15/2019","BLDR-191960024","Residential New","14407 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/15/2019","BLDR-191960023","Residential New","14409 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/15/2019","BLDR-191960022","Residential New","14411 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/15/2019","BLDR-191960021","Residential New","14413 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/15/2019","BLDR-191960002","Residential New","2031 ROCKINGHAM ST MC LEAN, VA 22101-4925 United States",,"Closed",
"07/12/2019","BLDR-191930264","Residential New","1704 BRADMORE CT MC LEAN, VA 22101-5106 United States",,"Closed",
"07/12/2019","BLDR-191930179","Residential New","14319 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States",,"Closed",
"07/12/2019","BLDR-191930144","Residential New","16765 LORD SUDLEY DR CENTREVILLE, VA 20120-0000 United States",,"Closed",
"07/12/2019","BLDR-191930078","Residential New","6725 CEDAR SPRING RD CENTREVILLE, VA 20121-2146 United States",,"Closed",
"07/11/2019","BLDR-191920335","Residential New","6436 BURWELL ST SPRINGFIELD, VA 22150-1214 United States",,"Closed",
"07/11/2019","BLDR-191920287","Residential New","2015 NORDLIE PL FALLS CHURCH, VA 22043-2606 United States",,"Closed",
"07/11/2019","BLDR-191920268","Residential New","7505 LISLE AVE FALLS CHURCH, VA 22043-1051 United States",,"Closed",
"07/11/2019","BLDR-191920246","Residential New","13041 HATTONTOWN SQ HERNDON, VA 20171-0000 United States","HANCOCK E","Closed",
"07/11/2019","BLDR-191920245","Residential New","13039 HATTONTOWN SQ HERNDON, VA 20171-0000 United States","HANCOCK E","Closed",
"07/11/2019","BLDR-191920244","Residential New","13037 HATTONTOWN SQ HERNDON, VA 20171-0000 United States","HANCOCK E","Closed",
"07/11/2019","BLDR-191920243","Residential New","13035 HATTONTOWN SQ HERNDON, VA 20171-0000 United States","HANCOCK E","Closed",
"07/11/2019","BLDR-191920242","Residential New","13043 HATTONTOWN SQ HERNDON, VA 20171-0000 United States","HANCOCK E","Closed",
"07/11/2019","BLDR-191920241","Residential New","13033 HATTONTOWN SQ HERNDON, VA 20171-0000 United States","HANCOCK E","Closed",
"07/11/2019","BLDR-191920240","Residential New","13031 HATTONTOWN SQ HERNDON, VA 20171-0000 United States","HANCOCK E","Closed",
"07/11/2019","BLDR-191920195","Residential New","7830 KENT RD ALEXANDRIA, VA 22308-1325 United States",,"Closed",
"07/11/2019","BLDR-191920187","Residential New","14315 BECKETT GLEN CIR CHANTILLY, VA 20151-0000 United States","2015 TOLL BROS INC","Closed",
"07/11/2019","BLDR-191920131","Residential New","6906 BRIGHT AVE MCLEAN, VA 22101-2101 United States",,"Closed",
"07/10/2019","BLDR-191910314","Residential New","7401 TOWER ST FALLS CHURCH, VA 22046-1934 United States",,"Closed",
"07/10/2019","BLDR-191910186","Residential New","4509 FOREST DR FAIRFAX, VA 22030-5536 United States",,"Closed",
